Job,Item,Material,Espesor,Cantidad,OCR,Clase,Longitud,Ancho,Alto,Volumen,Área Superficial
WN675A,2109,Steel,0.25,2,WN675A2109,Corte,3.0000000000000004,5.8500000000000005,0.25,0.035590979049763743,3.517407611909407
WN675A,2108,Steel,0.24999999999999645,2,WN675A2108,Corte,3.1900000000000004,5.2749999999999995,0.24999999999999645,0.017135649232508057,2.0329644713054593
WN675A,0.25-20 X 0.75 STUD_1,Steel,0.25,46,WN675A0.25-20 X 0.75 STUD_1,Doblado,0.7500000000000001,0.25,0.25,0.0003681551230696391,0.06872233929700185
WN675A,496,Steel,3.0000000000000004,1,WN675A496,Doblado,20.500000000000004,20.500000000000004,3.0000000000000004,0.4771290394982753,41.35121330271026
WN675A,496 (1),Steel,0.5,1,WN675A496 (1),Maquinado,24.250000000000004,24.250000000000004,0.5,2.250860551738922,99.15356503143687
WN675A,496_1,Steel,0.37500000000000006,1,WN675A496_1,Corte,24.250000000000004,24.250000000000004,0.37500000000000006,1.7135780203276352,95.42587685240818
WN675A,Round Manhole Handle_1,Steel,0.37499999999999734,2,WN675ARound Manhole Handle_1,Almacén,5.25,2.625,0.37499999999999734,0.012943243993342624,1.4775328122521816
WN675A,base lifting CANAL_1,Steel,0.37500000000000006,4,WN675Abase lifting CANAL_1,Corte,0.37500000000000006,4.5,7.000000000000001,0.11812491464485952,7.162499999971349
WN675A,521-20117023_1,Steel,0.7500000000000016,4,WN675A521-20117023_1,Corte,0.7500000000000016,3.9999999999999925,6.999999999999998,0.13295992114821878,6.624766657380895
WN675A,AISC - W 4x13 - 25_1,Steel,4.06,4,WN675AAISC - W 4x13 - 25_1,Almacén,25.0,4.06,4.160000000000001,0.9428919528592429,59.72433548555031
WN675A,ETIQUETA LIFT_1,Steel,0.1,8,WN675AETIQUETA LIFT_1,Doblado,3.0000000000000004,7.000000000000001,0.1,0.020543709677662173,4.549307920480975
WN675A,2114,Steel,1.0,4,WN675A2114,Doblado,4.0,10.0,1.0,0.37531580119708424,12.922678082539887
WN675A,2101,Steel,0.24999999999998884,1,WN675A2101,Corte,0.24999999999998884,69.5,45.999999999999986,7.071570372804004,576.0539498659854
WN675A,2113_1,Steel,1.721,2,WN675A2113_1,Almacén,40.00000000000001,1.721,4.0,0.7935994265579727,56.50639265336375
WN675A,2112,Steel,4.0,1,WN675A2112,Corte,4.0,60.72916919964228,19.513853656467962,1.063225708474905,53.104359898068495
WN675A,2110_1,Steel,4.0,1,WN675A2110_1,Corte,4.0,60.72916919964228,19.513853656467962,1.2699990823193807,57.5499999997701
WN675A,2111_1,Steel,0.5000000000000021,2,WN675A2111_1,Corte,4.0,0.5000000000000021,40.0,0.7999994219334433,36.39999999985441
WN675A,516_1,Steel,0.3750000000000003,4,WN675A516_1,Corte,0.3750000000000003,3.400000000000001,3.0000000000000004,0.03392232097168693,2.557225319500034
WN675A,61000_1,Steel,0.37499999999999467,1,WN675A61000_1,Doblado,1.3175000000000003,0.37499999999999467,0.37500000000000583,0.00145513312393275,0.17730363538626487
WN675A,444_1,Steel,1.0,1,WN675A444_1,Maquinado,1.0,5.0,5.0,0.16151919507145457,5.825298177895574
WN675A,443_1,Steel,1.0,1,WN675A443_1,Maquinado,1.0,10.5,10.5,0.5780362648466844,17.33805715601101
WN675A,2401_1,Steel,4.0,1,WN675A2401_1,Doblado,4.0,69.0,31.999999999999996,7.289027384030781,589.2653904335257
WN675A,2402_1,Steel,3.499999999999986,5,WN675A2402_1,Doblado,3.499999999999986,31.25,3.6249999999999933,0.479297087172417,41.509672451309555
WN675A,525_1,Steel,0.24999999999999994,4,WN675A525_1,Corte,0.24999999999999994,3.2500000000000058,3.250000000000009,0.023792229317391403,2.4448212625460335
WN675A,526_1,Steel,3.5000000000000004,4,WN675A526_1,Corte,4.5,3.5000000000000004,4.0,0.13403895478079272,8.930641968773864
WN675A,519_1,Steel,0.49999999999999994,7,WN675A519_1,Maquinado,0.49999999999999994,3.5000000000000004,2.0,0.03187761144988546,2.988028753640508
WN675A,3401_1,Steel,3.9999999999999925,1,WN675A3401_1,Doblado,3.9999999999999925,62.0,8.5,2.201465947124141,180.31767858314856
WN675A,3402_1,Steel,0.25,2,WN675A3402_1,Corte,0.25,5.5,8.0,0.10973166841392945,9.442809724471847
WN675A,3518,Steel,2.375,2,WN675A3518,Doblado,4.0,2.375,2.375,0.039614877063993345,5.467939299821608
WN675A,3517,Steel,0.4999999999999999,3,WN675A3517,Corte,0.4999999999999999,4.625,4.625,0.08142565513489174,5.640719020557664
WN675A,2516,Steel,1.0600000000005512,1,WN675A2516,Almacén,1.5729999999993898,1.0600000000005512,1.0600000000005512,0.007387565043967168,0.976027649419096
WN675A,3519,Steel,2.375,1,WN675A3519,Almacén,3.0000000000000004,2.375,2.375,0.032235921757189936,4.40139267049174
WN675A,3503,Steel,1.721,2,WN675A3503,Almacén,27.0,1.721,4.0,0.5364125583528155,38.319375047870786
WN675A,3501,Steel,1.721,1,WN675A3501,Almacén,10.5,1.721,4.0,0.21335319121702193,14.304153081197468
WN675A,3502,Steel,1.721,1,WN675A3502,Almacén,24.5,1.721,4.0,0.5115729945191451,33.70718646703507
WN675A,3506,Steel,1.721,1,WN675A3506,Almacén,33.25,1.721,4.0,0.7082720328425435,46.50823288963534
WN675A,3504,Steel,0.24999999999998523,2,WN675A3504,Corte,0.24999999999998523,2.0,6.75,0.032457924909451076,3.3294124818231707
